load,startDate,timeStep,units
700,7/1/2015,Daily,MWh
778.5367212,,,
770.4150297,,,
909.9898025,,,
750.7746645,,,
896.6805469,,,
732.0577333,,,
765.9311598,,,
871.7993112,,,
785.6872658,,,
711.2694338,,,
728.828997,,,
845.1647864,,,
751.3942803,,,
850.2198142,,,
811.7191897,,,
913.2152677,,,
945.0173826,,,
708.1461739,,,
751.7807719,,,
946.7447001,,,
715.2783671,,,
914.3802064,,,
892.8164548,,,
714.6807441,,,
815.1317397,,,
722.9668148,,,
919.819415,,,
828.3304418,,,
705.6002124,,,
945.5795449,,,
885.8245905,,,
729.2836882,,,
904.9847793,,,
849.1544744,,,
767.1125751,,,
734.4909148,,,
837.9369875,,,
719.9678822,,,
882.8428987,,,
939.0920893,,,
748.9966168,,,
855.9476116,,,
715.4522458,,,
810.8344795,,,
938.9411434,,,
872.3780713,,,
924.1605012,,,
855.9871257,,,
834.6107957,,,
926.8879013,,,
713.8836968,,,
837.7895893,,,
927.5057186,,,
938.867446,,,
909.6325837,,,
886.158863,,,
920.2280456,,,
918.639483,,,
909.9055381,,,
888.1097754,,,
807.8513912,,,
833.2700434,,,
729.5936775,,,
891.1998474,,,
765.6851606,,,
868.9252869,,,
839.0704394,,,
820.3180635,,,
746.8426216,,,
907.7427377,,,
723.9748399,,,
777.1665771,,,
948.7746747,,,
874.1454133,,,
833.0510363,,,
712.6943914,,,
890.0672435,,,
927.4216114,,,
926.4995529,,,
795.5669127,,,
823.241906,,,
761.9869861,,,
736.8224275,,,
781.5165127,,,
817.0474992,,,
824.4327024,,,
809.7358306,,,
819.5471442,,,
706.7149906,,,
933.673208,,,
904.7885383,,,
756.4553756,,,
781.3645593,,,
903.9477496,,,
852.9920488,,,
775.3956186,,,
809.0216015,,,
762.0915648,,,
784.7218527,,,
909.6138933,,,
777.1457578,,,
730.9308977,,,
814.8435276,,,
778.8491265,,,
898.4080362,,,
787.1826878,,,
723.5426734,,,
903.8443265,,,
878.515552,,,
918.7574637,,,
745.9310961,,,
774.4553692,,,
758.8073076,,,
910.7959912,,,
867.3041642,,,
707.0774177,,,
800.415863,,,
842.6377181,,,
923.5695197,,,
769.6837395,,,
802.024306,,,
949.0201482,,,
702.3495498,,,
819.984925,,,
801.2495677,,,
925.2808527,,,
705.9026635,,,
890.0611412,,,
731.0886332,,,
819.5296107,,,
847.1854331,,,
915.3328577,,,
934.9045556,,,
838.4000029,,,
884.8803883,,,
773.0842076,,,
768.5980833,,,
780.5208178,,,
716.0443711,,,
735.0449032,,,
922.709483,,,
809.3384299,,,
858.4690445,,,
817.9366063,,,
735.7449158,,,
877.1293026,,,
799.0763807,,,
772.7594998,,,
892.7449568,,,
875.5959963,,,
816.058961,,,
899.6371816,,,
866.3291429,,,
870.1934574,,,
892.7334692,,,
923.0355684,,,
883.1513556,,,
855.0116861,,,
838.2782702,,,
794.2571343,,,
769.2095181,,,
838.0914756,,,
889.1881608,,,
858.1242341,,,
823.0181047,,,
859.6346815,,,
897.7118205,,,
856.5310975,,,
726.8831845,,,
927.3647109,,,
761.3501894,,,
818.67334,,,
903.9342329,,,
718.2401551,,,
704.898734,,,
857.7381812,,,
793.1356316,,,
900.3062817,,,
907.0257913,,,
704.0253515,,,
745.0714952,,,
802.3110306,,,
730.6752066,,,
897.9327466,,,
852.1776578,,,
922.6237998,,,
726.5899106,,,
800.2151631,,,
842.7866496,,,
773.6242937,,,
805.9148278,,,
884.0117885,,,
757.771621,,,
820.6193542,,,
869.2045176,,,
816.4209465,,,
841.5286759,,,
869.2172537,,,
839.4025351,,,
902.5852113,,,
853.6241571,,,
855.6341087,,,
919.6576982,,,
750.9955623,,,
874.6795609,,,
855.2584995,,,
921.9406881,,,
895.4167631,,,
713.4036469,,,
731.6773308,,,
855.4114083,,,
904.3364107,,,
749.3059229,,,
711.8420407,,,
744.7862068,,,
781.1460976,,,
875.4588955,,,
724.564488,,,
892.033265,,,
839.756857,,,
729.311393,,,
763.7962026,,,
854.7737595,,,
858.5197869,,,
915.9282435,,,
751.1874263,,,
924.9041621,,,
702.2958104,,,
719.547634,,,
882.3194631,,,
934.2571456,,,
736.6290526,,,
702.1507956,,,
871.4278585,,,
919.5684082,,,
751.2629336,,,
787.7005154,,,
886.3389925,,,
789.4372233,,,
886.8516359,,,
916.8977958,,,
743.1513408,,,
923.845512,,,
771.2020094,,,
782.3897999,,,
896.9520656,,,
862.3099628,,,
735.7442719,,,
893.4457684,,,
715.0087177,,,
812.167521,,,
943.151486,,,
897.8617699,,,
740.9508987,,,
849.0012693,,,
937.3197146,,,
706.6933549,,,
768.2608429,,,
701.0118886,,,
776.8923019,,,
912.5537594,,,
801.7076633,,,
889.1904751,,,
898.6537691,,,
943.7074608,,,
940.5966171,,,
740.8133727,,,
785.4025402,,,
731.4094666,,,
715.6479444,,,
930.9395656,,,
920.0143611,,,
878.6541393,,,
857.818411,,,
716.2465063,,,
893.9235016,,,
844.1294026,,,
726.4633727,,,
721.8789961,,,
931.5447457,,,
792.669232,,,
877.4072316,,,
733.2785939,,,
755.3772688,,,
884.9372307,,,
738.7596922,,,
932.3722892,,,
709.824567,,,
820.8399145,,,
887.3156795,,,
823.6032054,,,
926.2841016,,,
773.2859801,,,
871.0160238,,,
851.3633383,,,
766.122857,,,
813.8221711,,,
839.9609584,,,
750.710876,,,
823.3974341,,,
748.2449775,,,
842.5167761,,,
809.5620005,,,
750.6643021,,,
833.9441752,,,
778.9051911,,,
768.7859933,,,
890.6296666,,,
883.1990992,,,
798.015488,,,
895.8177112,,,
855.0485173,,,
757.4234763,,,
733.1283972,,,
808.8320452,,,
723.0229077,,,
862.7138176,,,
840.1634099,,,
928.1748253,,,
935.8753219,,,
852.5581045,,,
890.2989162,,,
830.4959776,,,
948.6890804,,,
930.6126051,,,
748.9648181,,,
785.0554555,,,
704.1152372,,,
749.6576053,,,
708.8564899,,,
796.1772483,,,
895.9659751,,,
909.7887269,,,
898.1656337,,,
719.2429384,,,
943.6731138,,,
786.6986478,,,
772.5709879,,,
756.2625827,,,
769.386051,,,
770.9044927,,,
927.8803994,,,
868.5698556,,,
745.5206779,,,
724.4295712,,,
808.279109,,,
712.4250525,,,
790.5344483,,,
789.8232618,,,
820.2507628,,,
847.8447473,,,
826.343521,,,
908.4586239,,,
771.9360171,,,
746.7435599,,,
830.0154595,,,
903.0275162,,,
756.6310244,,,
818.1980958,,,
852.6648731,,,
766.3046049,,,
789.9012035,,,
848.8694461,,,
746.4263339,,,
934.1202604,,,
920.7394898,,,
714.6470315,,,
782.5959353,,,
846.7312158,,,
931.6158495,,,
904.4204853,,,
799.3079256,,,
815.8256816,,,
861.9951147,,,
843.3344097,,,
703.8732923,,,
771.2045787,,,
900.1573825,,,
783.0935382,,,
867.6421882,,,
924.5033649,,,
892.0709117,,,
828.1780872,,,
814.7976898,,,
710.1407464,,,
890.1020954,,,
714.9399185,,,
843.4633213,,,
790.9321171,,,
804.9699826,,,
917.0446473,,,
937.420281,,,
765.668211,,,
767.5631061,,,
900.2063176,,,
707.7248326,,,
832.7362076,,,
818.3804374,,,
718.4925421,,,
942.5603136,,,
921.5270081,,,
810.5166225,,,
753.1599855,,,
749.7096751,,,
915.1155246,,,
719.6468977,,,
847.3657911,,,
744.7215646,,,
807.1764629,,,
807.1679322,,,
926.7318443,,,
701.0808016,,,
760.2971669,,,
704.4520165,,,
803.9901706,,,
892.6701969,,,
932.3826462,,,
850.6528728,,,
892.3922861,,,
926.0852021,,,
794.3912285,,,
772.7785478,,,
849.5801529,,,
907.3767499,,,
927.3650158,,,
724.2070562,,,
948.5075969,,,
817.1838999,,,
773.6207322,,,
851.2202261,,,
736.5181616,,,
752.6996255,,,
858.8627063,,,
754.6598924,,,
725.8845802,,,
706.9785783,,,
812.557363,,,
927.940969,,,
815.4010047,,,
789.8768007,,,
903.2095529,,,
798.9663395,,,
811.066514,,,
941.5530738,,,
