load,startDate,timeStep,units
700,7/1/2015,Hourly,MWh
778.5367212,,,
770.4150297,,,
909.9898025,,,
750.7746645,,,
896.6805469,,,
732.0577333,,,
765.9311598,,,
871.7993112,,,
785.6872658,,,
711.2694338,,,
728.828997,,,
845.1647864,,,
751.3942803,,,
850.2198142,,,
811.7191897,,,
913.2152677,,,
945.0173826,,,
708.1461739,,,
751.7807719,,,
946.7447001,,,
715.2783671,,,
914.3802064,,,
892.8164548,,,
714.6807441,,,
815.1317397,,,
722.9668148,,,
919.819415,,,
828.3304418,,,
705.6002124,,,
945.5795449,,,
885.8245905,,,
729.2836882,,,
904.9847793,, ,
849.1544744,,,
767.1125751,,,
734.4909148,,,
837.9369875,,,
719.9678822,,,
